benchmark,primaryScore,noOfValues,CYCLE_ACTIVITY.STALLS_L2_MISS,CYCLE_ACTIVITY.CYCLES_L1D_MISS,CYCLE_ACTIVITY.STALLS_TOTAL,LLC-loads,CYCLE_ACTIVITY.CYCLES_L2_MISS,CYCLE_ACTIVITY.STALLS_L1D_MISS,L1-dcache-loads,L2_RQSTS.ALL_DEMAND_DATA_RD,LLC-load-misses,CYCLE_ACTIVITY.CYCLES_L3_MISS,CYCLE_ACTIVITY.STALLS_L3_MISS,
com.bhf.averages.CalculatingAveragesParallelAtomic.testAverageWithParallelAtomic,45774.562656359674,32,4792.206175416885,11652.795916883144,44635.61056740162,209.12980314405493,8402.879543516863,6174.5418480352355,8167.140105031075,736.1614912009172,0.2679497249810411,42.60310945754191,37.31242120088263,
com.bhf.averages.CalculatingAveragesParallelAtomic.testAverageWithParallelAtomic,45690.29088401496,64,4713.043312447132,11545.723876534654,45014.77555274984,223.28957224353513,8371.811831505656,6064.187432878561,8206.086626001274,725.5931573066135,0.2199262605185568,46.24800927986166,34.86201428441262,
com.bhf.averages.CalculatingAveragesParallelAtomic.testAverageWithParallelAtomic,45576.48854199346,128,4530.211971408319,11263.358435528296,44712.74955842253,205.9273035898382,8124.098575402335,5910.101705111471,8242.124631361434,729.4083011969235,0.155788548629278,36.24349957641197,32.10716901675105,
com.bhf.averages.CalculatingAveragesParallelAtomic.testAverageWithParallelAtomic,45824.10387995215,256,4492.001105259764,11168.702343523837,44730.743178519115,203.20248890959243,8000.039448348219,5835.776064602221,8351.693360764564,710.0832831893737,0.2688175182666859,41.01693257179195,39.81557597198461,
com.bhf.averages.CalculatingAveragesParallelAtomic.testAverageWithParallelAtomic,45146.3548856765,512,4488.03045509435,11313.090532792405,44867.294223617944,205.78120450040873,8033.3938880208125,5897.683402332273,8730.286705799923,745.0386427144259,0.23963535831545701,39.286617374251904,43.95436801110744,
com.bhf.averages.CalculatingAveragesParallelAtomic.testAverageWithParallelAtomic,45076.56986698784,1024,4863.4939728747595,12456.302104255832,44341.76974111356,250.90865881497788,8879.377888820749,6270.605144414609,9350.078752441399,826.4775233703122,0.3168620778887205,59.0337022380601,40.47689779765542,
com.bhf.averages.CalculatingAveragesParallelAtomic.testAverageWithParallelAtomic,43951.606666495485,2048,4828.296113702474,12860.348037664138,45128.182342561566,254.10070154385178,8655.806252560344,6393.1645764646055,10386.240612758342,993.8229497956689,0.2229720004948853,52.95334199867913,25.4744480152431,
com.bhf.averages.CalculatingAveragesParallelAtomic.testAverageWithParallelAtomic,42577.65287928495,4096,5269.071202386132,16627.914755015157,45365.016192367766,323.5118414160592,9714.808826798666,6935.8967611430535,12279.054519525453,1437.5002800263562,0.26277277617870226,40.385211945398275,31.13644131511194,
com.bhf.averages.CalculatingAveragesParallelAtomicRef.testAverageWithParallelAtomicRef,45610.05954710482,4,4710.681974471952,11464.516075001877,45070.01029127305,214.40417118088212,8421.619414656448,5999.380509544378,8094.776253301177,691.2190877142945,0.2316644494105395,41.05593915433917,43.709009152962444,
com.bhf.averages.CalculatingAveragesParallelAtomicRef.testAverageWithParallelAtomicRef,45306.6701285492,8,4632.200985628197,11244.536140282751,45584.73945751979,195.975785585321,8096.699850791777,5954.549104106975,8532.947165332907,703.102553256301,0.41198422580844885,60.03962059974383,47.4240581230169,
com.bhf.averages.CalculatingAveragesParallelAtomicRef.testAverageWithParallelAtomicRef,45455.68553880084,16,4607.282302675915,11066.186468674592,44747.157639767305,217.26556096465552,8088.647506903679,5977.925176738125,8229.912197169806,701.4184646892685,0.2527437437465005,37.43794132959801,44.80389237074179,
com.bhf.averages.CalculatingAveragesParallelAtomicRef.testAverageWithParallelAtomicRef,45503.39112367371,32,4539.403981453602,11315.582722852443,44890.1813284989,201.58270849337944,8141.287557802053,5936.745118133974,8173.345595806628,719.8893703324542,0.21921924639191923,40.33588900794739,37.68209841249538,
com.bhf.averages.CalculatingAveragesParallelAtomicRef.testAverageWithParallelAtomicRef,45023.82460452632,64,4811.310767131725,11518.569084852536,45815.60449589366,222.1518652282553,8353.256565135905,6194.0452062448485,8574.961841512233,724.8863946479217,0.3590776552193001,70.8538081963211,67.31999150000054,
com.bhf.averages.CalculatingAveragesParallelAtomicRef.testAverageWithParallelAtomicRef,44711.30517868043,128,4700.169305219923,11414.359713883365,45627.41662562092,211.83962121432978,8428.586021102892,6034.457983763785,8526.728967479687,709.8737559451472,0.37212977210518344,49.320582952236315,33.73215990367975,
com.bhf.averages.CalculatingAveragesParallelAtomicRef.testAverageWithParallelAtomicRef,44804.68272588609,256,4466.946486355576,11380.25487599516,45338.03249877213,209.7254079182556,8237.259658720903,5822.433739050268,8602.701912183373,715.1170637093792,0.2406547622172893,57.343700327657615,46.44965147326027,
com.bhf.averages.CalculatingAveragesParallelAtomicRef.testAverageWithParallelAtomicRef,34201.6563668951,512,5494.278742580601,12441.509489947528,49113.32541316712,247.0552986600353,8884.469125917427,7102.022395110296,8997.321740753176,810.9271264609736,0.5214703474615408,589.7972074005621,491.5518227898171,
com.bhf.averages.CalculatingAveragesParallelAtomicRef.testAverageWithParallelAtomicRef,38571.63555343447,1024,5696.1801093669,13405.892632752411,50086.448040183124,260.282256357818,9836.505453046013,7206.95657850859,9843.49936134564,792.128855425437,0.7918267723180621,446.8375215449666,421.7872792657047,
com.bhf.averages.CalculatingAveragesParallelAtomicRef.testAverageWithParallelAtomicRef,36972.48494000955,2048,5329.613771015545,12961.870098763777,51621.28023816393,233.41691062148672,9021.920323868075,6898.2052515698415,10361.828376505993,838.3822426357797,0.822342930026457,252.2390801318901,239.64639118178656,
com.bhf.averages.CalculatingAveragesParallelAtomicRef.testAverageWithParallelAtomicRef,34418.10635210438,4096,6656.929227384054,15752.34706972349,57621.35667967002,292.64857655095096,11012.903526573775,8614.802897609236,12460.65460772521,1029.0412338549027,0.7614828839362618,193.20145078073898,209.19610509981015,
com.bhf.averages.CalculatingAveragesParallelAtomicRef.testAverageWithParallelAtomicRef,39683.31752826532,4,5679.370010828991,12421.136546415455,47782.440629289886,244.63001342728893,9496.625836139596,6868.182807169194,8304.488743418806,724.7236864546978,0.47006198206634486,324.3076296371119,297.0826543184885,
com.bhf.averages.CalculatingAveragesParallelAtomicRef.testAverageWithParallelAtomicRef,34395.50059796862,8,6819.0264508229775,13310.20649054271,51024.42258784846,257.31771314476754,10630.48954232046,7744.697773811071,8314.54669355351,755.3493518754518,0.7836430555084288,899.1737848646366,730.4990499429049,
com.bhf.averages.CalculatingAveragesParallelAtomicRef.testAverageWithParallelAtomicRef,42253.981847418865,16,5196.48957651702,11732.864832176156,47074.09741096111,229.73114203269103,8863.28654304561,6350.052761575574,8284.728391316214,708.5059152623598,0.5686780490132363,154.1040083060806,124.58799832977411,
com.bhf.averages.CalculatingAveragesParallelAtomicRef.testAverageWithParallelAtomicRef,43907.2173204911,32,5058.185772335333,11535.604526005547,46321.975259999286,202.366363131969,8653.815531365222,6234.362434220217,8225.375818716237,725.1209949099507,0.3371707424012028,68.30835109024827,63.35450036857,
com.bhf.averages.CalculatingAveragesParallelAtomicRef.testAverageWithParallelAtomicRef,45153.79640144633,64,4879.484258484817,11783.935822625062,45570.22838430222,236.8387148183033,8669.42369405299,6301.769579168872,8637.271334542767,728.7571838575626,0.494465722410293,60.884321573083554,45.83748301395247,
com.bhf.averages.CalculatingAveragesParallelAtomicRef.testAverageWithParallelAtomicRef,45157.139098175016,128,4651.122295811665,11496.014367738228,45242.13465670911,206.20421440236814,8299.80350605501,6001.097012054471,8582.510636054092,738.4428640366963,0.3676361527582098,63.78622238995915,56.65167743123928,
com.bhf.averages.CalculatingAveragesParallelAtomicRef.testAverageWithParallelAtomicRef,37965.878255591335,256,5524.067448811138,11908.786344063474,47658.279751676055,237.25020955138902,8975.119218140197,6598.923225194222,8589.007554489286,750.5628045365527,0.7273678918979973,300.3257104382183,271.2971031042943,
com.bhf.averages.CalculatingAveragesParallelAtomicRef.testAverageWithParallelAtomicRef,41636.466011558914,512,5525.175054130022,12284.438261549873,47782.024004059494,239.28250682907344,9263.098943091321,6741.028401645201,8791.198308871864,749.7267639576111,0.2746718085170422,146.49549644998572,128.31594514290728,
com.bhf.averages.CalculatingAveragesParallelAtomicRef.testAverageWithParallelAtomicRef,37163.34390257326,1024,5774.55305866315,12814.73359720598,50237.36212830186,243.34488974328391,9577.286090419459,7105.4676810548735,9126.696171131234,807.7424627028365,0.47357883703993214,419.0910626901886,354.88455735699586,
com.bhf.averages.CalculatingAveragesParallelAtomicRef.testAverageWithParallelAtomicRef,39157.10562353601,2048,4825.7218043569255,12427.108097700397,50814.5707810798,214.4163240479035,8278.650978283114,6673.5239924980515,10147.650729732493,807.4882560856647,0.46810406632379514,123.07743796786396,124.27972992981029,
com.bhf.averages.CalculatingAveragesParallelAtomicRef.testAverageWithParallelAtomicRef,35241.03423691226,4096,6002.945607648013,15156.342785286424,55703.32273214976,292.5153859834796,10267.531440049544,8086.164640517564,12461.111060423984,1001.7095460007474,0.48130841928487467,101.49848740257389,94.06742480006943,
com.bhf.averages.CalculatingAveragesParallelPrefix.testAverageParallelPrefix,2.2905945571236473E7,4,1.804454466878844,1.6450294162729986,26.948522832937336,0.02718822199107295,2.167138980837515,1.156673392974335,57.32881673576684,0.03818765429454178,0.005263844027238745,1.0022738758407024,0.7911569316026089,
com.bhf.averages.CalculatingAveragesParallelPrefix.testAverageParallelPrefix,2.498757925961394E7,8,1.999603629646058,1.3909600762087446,19.40113423505664,0.026098080816817318,2.672272230292193,0.9738361807691486,61.72938946397903,0.0362508491339665,0.005306742449933115,0.6966879706340141,0.767752033181445,
com.bhf.averages.CalculatingAveragesParallelPrefix.testAverageParallelPrefix,2.298361576851968E7,16,2.026806610263661,1.1165047846223175,21.837032610460593,0.031946129794829324,2.4214090277976905,1.1252460543616178,69.17509568652986,0.042084982688825885,0.0066372703130295994,0.8527038042892432,0.6022316308723156,
com.bhf.averages.CalculatingAveragesParallelPrefix.testAverageParallelPrefix,431871.41687798593,32,869.2760902248074,1522.072989115371,7906.862876462823,28.40323532166385,1266.350236336797,900.9755859899424,1392.8123861218025,79.65537055313403,0.09980714735365917,64.80062836427186,62.58727624320365,
com.bhf.averages.CalculatingAveragesParallelPrefix.testAverageParallelPrefix,139322.19681152204,64,3041.2594470950335,5695.638835628783,27241.525511951193,111.55350483014196,4578.221716597086,3401.11314216643,4398.17524279916,304.61450784413597,0.9397638254468166,140.43987023104322,151.48221406383567,
com.bhf.averages.CalculatingAveragesParallelPrefix.testAverageParallelPrefix,69457.65802761681,128,6551.581830064248,10438.345635819023,47371.4201392948,197.99055454790923,9227.49151324831,6434.693892773582,8696.3598810676,551.8319030963517,1.7066155157231413,544.4080425708964,430.0209441372036,
com.bhf.averages.CalculatingAveragesParallelPrefix.testAverageParallelPrefix,45874.30900800831,256,8960.363609424723,16821.822232294497,69143.21457769419,353.2538576802053,13831.842660330094,10000.851161296996,15168.70614589686,898.3430521068143,1.9139359057355938,666.7104340878856,534.4976938930768,
com.bhf.averages.CalculatingAveragesParallelPrefix.testAverageParallelPrefix,36336.404655659586,512,11915.25622463147,21412.3694661187,89965.32787557713,431.58259342037024,17726.5440536354,12855.159185529501,22626.48929457845,1168.3019094985925,2.08418662629083,615.2016624937894,464.01957065707467,
com.bhf.averages.CalculatingAveragesParallelPrefix.testAverageParallelPrefix,35809.65283208569,1024,12004.776565297685,22740.325986090163,93432.39520545797,447.8185206069602,18456.787052619205,13268.843825273194,21117.949067880934,1231.7711165900698,1.765234391333994,602.8396692529924,532.385477146257,
com.bhf.averages.CalculatingAveragesParallelPrefix.testAverageParallelPrefix,33108.602480907815,2048,12998.126034798117,24058.177100934834,99222.10839256753,476.35332061926846,19495.54202426826,14111.132682135272,29806.235202793894,1313.3202243538337,3.63446140336993,815.6499114819749,671.4385467571988,
com.bhf.averages.CalculatingAveragesParallelPrefix.testAverageParallelPrefix,31057.20874328354,4096,14401.408540377279,28121.122489578425,110002.63166444552,531.700135335663,21665.617579988353,16609.117918041695,27535.156122173925,1458.9289618653638,2.166780906298702,504.9531790535469,546.689943454779,
